dataset,method,encoding,avg_metric,std_metric,y,y_std
SOYBEAN,BRS,ohe,0.7106195116144818,0.047198570599329775,"[0.5355940693247846, 0.6294930875576037, 0.6343317972350231, 0.6287762416794676, 0.6287762416794676, 0.6311657279399215, 0.6278084997439836, 0.6278084997439836, 0.6278084997439836, 0.6319464307784664, 0.724620423452459, 0.724620423452459, 0.7294591331298784, 0.7294591331298784, 0.7294591331298784, 0.7294591331298784, 0.7338926306668242, 0.7338926306668242, 0.7238397206139142, 0.7190010109364948, 0.7283981251723187, 0.7386545354287289, 0.7283981251723187, 0.7283981251723187, 0.7386545354287289, 0.7445519713261648, 0.7445519713261648, 0.7445519713261648, 0.7445519713261648, 0.7445519713261648, 0.7342955610697546, 0.7342955610697546, 0.7342955610697546, 0.7342955610697546, 0.7283981251723187, 0.7342955610697546, 0.7342955610697546, 0.7412024679766616, 0.7353050320792256, 0.7353050320792256, 0.7353050320792256, 0.7353050320792256, 0.7353050320792256, 0.7283981251723187, 0.7283981251723187, 0.7353050320792256, 0.7283981251723187, 0.7283981251723187, 0.7353050320792256, 0.7283981251723187]","[0.27067512316726405, 0.14968909570583092, 0.1538397664632286, 0.15001642670934404, 0.15001642670934404, 0.14932431064771148, 0.1446239513137118, 0.1446239513137118, 0.1446239513137118, 0.14406400618596357, 0.06460669323777093, 0.06460669323777093, 0.06718099479605544, 0.06718099479605544, 0.06718099479605544, 0.06718099479605544, 0.06022832587902008, 0.06022832587902008, 0.07656394962032768, 0.0739486018755667, 0.0689100832725996, 0.053396156605403325, 0.0689100832725996, 0.0689100832725996, 0.053396156605403325, 0.06289496417680152, 0.06289496417680152, 0.06289496417680152, 0.06289496417680152, 0.06289496417680152, 0.07729294663330522, 0.07729294663330522, 0.07729294663330522, 0.07729294663330522, 0.0689100832725996, 0.07729294663330522, 0.07729294663330522, 0.07744831951947559, 0.06967143069605009, 0.06967143069605009, 0.06967143069605009, 0.06967143069605009, 0.06967143069605009, 0.0689100832725996, 0.0689100832725996, 0.06967143069605009, 0.0689100832725996, 0.0689100832725996, 0.06967143069605009, 0.0689100832725996]"
SPECT,Find-RS,ohe,0.8891169213614981,0.08236023894118998,"[0.45648018713597144, 0.6208549308217081, 0.7234802752478195, 0.7872334222879307, 0.8126096506940964, 0.844430598241009, 0.8616480913787784, 0.8779824109748896, 0.8880995521985426, 0.8928082990173906, 0.8975203032903369, 0.8996559526648864, 0.9019123100244821, 0.907072062295328, 0.9102048805380718, 0.9112950569023562, 0.9129724469074697, 0.9139289840348411, 0.9161080290629545, 0.9134203062907676, 0.9122341326275298, 0.9127383708366148, 0.915051556352671, 0.9170550959737369, 0.9173965242928851, 0.9169092138566448, 0.9169092138566448, 0.918894166068991, 0.9174027594492606, 0.917901272289108, 0.9179490802178162, 0.9185564519555488, 0.9192809965259301, 0.9208796066205618, 0.9214851885057644, 0.9214851885057644, 0.921054847275597, 0.921054847275597, 0.9214131830056566, 0.9219537235461971, 0.9219537235461971, 0.9235323028765864, 0.9235323028765864, 0.9231373911621379, 0.9236734676617033, 0.9236734676617033, 0.9235892523583565, 0.9249793181053423, 0.9254938746388562, 0.9249577981392909]","[0.09112052436253928, 0.0646866438704765, 0.05605117882513381, 0.043584897422504154, 0.044041197653353945, 0.04459038000214729, 0.044349464653459646, 0.034817124415929004, 0.023103952396799854, 0.016241029714550236, 0.017477260964186447, 0.022989784798323844, 0.022821717420009442, 0.01704766901312963, 0.015925453655217883, 0.016688032230891006, 0.01778041162103367, 0.019266216468471722, 0.01923921022739584, 0.020197235605348533, 0.018688659377248583, 0.018847784568547497, 0.0164215988614982, 0.014817019804140989, 0.01654796655411557, 0.017152711188553542, 0.017152711188553542, 0.016636839375092912, 0.016438049993728956, 0.016227367226917064, 0.015029215467972208, 0.015427543676436513, 0.014265740688704022, 0.013844601903782857, 0.014703056011777037, 0.014703056011777037, 0.014649927222263959, 0.014649927222263959, 0.0134028207811085, 0.013758932700531724, 0.013758932700531724, 0.012340602917178287, 0.012340602917178287, 0.012873512407837783, 0.012262663044241808, 0.012262663044241808, 0.012524778222880829, 0.012428844404911326, 0.012077009632054395, 0.012773422925397378]"
SPECT,RIPPER,ohe,0.7207583762716923,0.023550883384002717,"[0.567965624035085, 0.6774938427821555, 0.7533772692226364, 0.7336159153811939, 0.7365742266238259, 0.739552820217378, 0.7282827590874187, 0.736589287296358, 0.7304203516710301, 0.726285217503835, 0.7285000129718281, 0.7269682046635371, 0.7258529657004511, 0.7259595466823088, 0.7248701324993694, 0.7248701324993694, 0.7244017701656319, 0.7226762851283397, 0.7215710823340534, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128, 0.7220029473264128]","[0.09391342218076264, 0.11921112408396435, 0.08530684450865236, 0.09529242431390288, 0.09210704474672747, 0.08720440087517223, 0.10559059445272577, 0.08071665778177477, 0.10969464631492805, 0.10957980656800975, 0.10469500495356623, 0.10580153939743338, 0.10983003245106775, 0.10922094363322023, 0.11163937086375057, 0.11163937086375057, 0.11011622985352407, 0.11138280614839859, 0.11386388964112715, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923, 0.11396813965515923]"
SPECT,ID3,ohe,0.8744459346001174,0.05576133722726289,"[0.5579436126658537, 0.7059216841942884, 0.7683496630192332, 0.8254546833951457, 0.8473244083706153, 0.8558334294920819, 0.8713705519638353, 0.8804981226433111, 0.8836215021159664, 0.8830938964848762, 0.885201165175088, 0.885201165175088, 0.8815611812791758, 0.8831295862382147, 0.8822284461689163, 0.8823590663680989, 0.8841153968835327, 0.885739839139554, 0.8863405555903668, 0.8878976659637704, 0.8884006638834459, 0.8879565810239326, 0.8880419997930676, 0.8897558196025843, 0.8897558196025843, 0.8904757793813676, 0.8906805377838367, 0.8924200034764957, 0.8893728802748848, 0.8915595770011151, 0.8922010257200677, 0.8917032881635067, 0.8932981124434175, 0.8938153912958409, 0.8954239492878513, 0.896169017071385, 0.8979269434581495, 0.8975110022959081, 0.8966441727834444, 0.8947958315512171, 0.8936514722702217, 0.8935731274861295, 0.8935731274861295, 0.8946863331703618, 0.8947097338707701, 0.8962156504329167, 0.896929429128743, 0.8963672400740166, 0.895953346918188, 0.895543250947275]","[0.0464876508210657, 0.08844266560605615, 0.08148854467337317, 0.045055067150584036, 0.031054405592278685, 0.02854646679231612, 0.025392717236531782, 0.02156271678336745, 0.023506069469319775, 0.02290657781327436, 0.02232480984210762, 0.02232480984210762, 0.02161497329979091, 0.019660474309442653, 0.01921791366793698, 0.019618776785861717, 0.018947712653614734, 0.019136650153558477, 0.018157140972017212, 0.018284982668872407, 0.018733894068451423, 0.020083714675694087, 0.019487069503807377, 0.017945340262305275, 0.017945340262305275, 0.018391609237474252, 0.018401625219066877, 0.020050666855612725, 0.01990847357234502, 0.020812603209697588, 0.020167783711082084, 0.019906045453231293, 0.019313011304579047, 0.019229266732880092, 0.018286110614247817, 0.018324863346938287, 0.01596095438133027, 0.013849354317865313, 0.019108765989323026, 0.019582818944327104, 0.019779331244322188, 0.019449541474287336, 0.019449541474287336, 0.01826275886249435, 0.017423236449812328, 0.01874794819943164, 0.016140323353751564, 0.016950288396079875, 0.01695228106433379, 0.017043708565378367]"
SPECT,AQ,ohe,0.8629856131423239,0.10308568723427057,"[0.36725398617472343, 0.5389574154346601, 0.6305020821944718, 0.6757861122771194, 0.7474533146365723, 0.7923120232455461, 0.8137437298677215, 0.8256625440276701, 0.8392490512541503, 0.845888853761115, 0.8542503776609515, 0.871186619415705, 0.8791726892993339, 0.8835959630973802, 0.8846461822638801, 0.8877558631360584, 0.8877532459482108, 0.886136848062056, 0.886136848062056, 0.8918589495622499, 0.890123263747534, 0.8941284184239798, 0.8968985329906959, 0.8997977862837516, 0.9014526008239324, 0.9025059440817088, 0.9030370783944239, 0.9040166383687133, 0.9055465234215033, 0.9055465234215033, 0.9086815092647968, 0.9093355783459132, 0.9108494001976025, 0.9082221327472688, 0.9093073721181046, 0.9109285340125475, 0.9109285340125475, 0.9115358439847914, 0.9115968320110535, 0.9118718564528082, 0.9140024208370361, 0.9130235623413681, 0.9137631338549861, 0.9143731433019211, 0.9152113483816257, 0.915747424881191, 0.9167170143515332, 0.9172419121590396, 0.916750714593293, 0.9168363799273879]","[0.08509570049661, 0.09042040266969192, 0.08229932506576544, 0.06292123616656733, 0.058120796785933425, 0.03545276143755812, 0.039212135373993255, 0.03674050687458932, 0.036009386478359495, 0.03764334855047735, 0.033382749191565114, 0.022536632840641998, 0.019188548346366248, 0.019831957968350696, 0.019971619856622533, 0.020797369901064424, 0.020137822000318398, 0.021170484522239647, 0.021170484522239647, 0.021450493491512627, 0.020147548246881853, 0.020787967256850094, 0.019000275629180618, 0.017181782808555444, 0.016700714421653794, 0.016399460278666605, 0.016743827288450395, 0.016957082928173665, 0.016930061780942685, 0.016930061780942685, 0.015019519051641663, 0.014285813677327671, 0.01556100443833685, 0.015086656777273753, 0.016737017498177936, 0.017816498799942137, 0.017816498799942137, 0.0179292505920646, 0.01935967672550361, 0.01760662714936249, 0.018085086602155222, 0.018494089644624366, 0.018140232524391658, 0.018784515291155712, 0.018272026309809418, 0.018083430515988732, 0.01824505707627446, 0.018067479863302448, 0.017250108346226534, 0.01722724669521221]"
SPECT,BRS,ohe,0.847488285885837,0.06599906039099722,"[0.5372805528803355, 0.6192923126935865, 0.6930753381304228, 0.783377217459049, 0.7963981913195971, 0.811502425266856, 0.8247275608035517, 0.8122065697307844, 0.8198981301098822, 0.8243790535007036, 0.8257600224049115, 0.8312918308501768, 0.8431170569536703, 0.848600590028247, 0.8509361615203936, 0.8508941760713746, 0.8562228035859121, 0.8567887617073968, 0.8565571223294383, 0.8586674635654956, 0.8624537316620933, 0.8642611200943817, 0.8620909221974896, 0.8628794003460379, 0.8644624989334087, 0.8636385323005568, 0.8673809544845653, 0.8690395783373892, 0.8752554815687364, 0.8741959635517713, 0.8765133140542545, 0.8768182140010785, 0.8779391881674607, 0.8784727780377743, 0.879540745796872, 0.8782589306004599, 0.877914796300282, 0.8804003120796521, 0.8833118323407108, 0.8861814819029672, 0.8878910732545373, 0.8869219381012747, 0.8886442324229108, 0.889793707167402, 0.890784573599445, 0.8911877455763646, 0.8934915706005588, 0.8934915706005588, 0.8950546436346611, 0.8951701216644125]","[0.05002755894978215, 0.08972489351568072, 0.09892369423704692, 0.06410028058260066, 0.05342565622144812, 0.043932830061134874, 0.04633980469209678, 0.03749588569608145, 0.03470107546975993, 0.03603139630898462, 0.040836168097660976, 0.04425620336587654, 0.04186018197036989, 0.03843807711651951, 0.038377857934201585, 0.038274825587262806, 0.04139130432468011, 0.04490660994129294, 0.04364825191467815, 0.04451127460600352, 0.04690875315357762, 0.04735425721655469, 0.04225783175108132, 0.04236026096559822, 0.04357942521252284, 0.04257473260451217, 0.042193472915760366, 0.04005966344733884, 0.0259658707125127, 0.028570723652628062, 0.029346829532759282, 0.02445065558339881, 0.02370374877040584, 0.024983355434424617, 0.025438448311638596, 0.02811350238698282, 0.027568791417985294, 0.025336274186960266, 0.023096176357829245, 0.022969250877728106, 0.022255973119483293, 0.01990611470367664, 0.02050933824873842, 0.021724669286821936, 0.02454705015692683, 0.025727870552604587, 0.024087115751022906, 0.024087115751022906, 0.023976008756351273, 0.022825923350733527]"
TTT,Find-RS,ohe,0.9694212178402263,0.0839416292690327,"[0.5089880306602987, 0.7364432172277696, 0.7932804324832711, 0.8409700082912653, 0.8845531060311961, 0.9285007013896139, 0.9656120994543365, 0.9964705882352941, 0.9980870954219402, 0.9976080246819385, 0.9974495722616925, 0.997609061079584, 0.9972833229794451, 0.9969651552086847, 0.9968077736526799, 0.996327763066108, 0.9958472628508994, 0.9966472337610481, 0.9966492760435086, 0.9961702963691591, 0.9966383150899081, 0.9961628597626853, 0.9963238878328056, 0.9958355559168093, 0.9955140192219559, 0.9956709829083314, 0.9955089092096723, 0.9955089092096723, 0.9955089092096723, 0.9951873691827192, 0.9953489175209288, 0.9955063810916558, 0.9950364175209288, 0.994553328555926, 0.9947148708879618, 0.994397449830991, 0.994397449830991, 0.994397449830991, 0.9945595235296499, 0.9948749529472465, 0.9948749529472465, 0.9948749529472465, 0.9948749529472465, 0.9945595601398409, 0.9945595601398409, 0.9948734262903784, 0.9947118839583429, 0.9947118839583429, 0.9947118839583429, 0.9943913544832504]","[0.019433911523407035, 0.015770707853575705, 0.014561396320765823, 0.009567692161907134, 0.009629070726900073, 0.007392483969307504, 0.003927386661972464, 0.010588235294117641, 0.0013803853517293733, 0.0023991756962118624, 0.002881387610014551, 0.0028854386562075307, 0.0028720017223725787, 0.0029025621550031193, 0.002769842284165444, 0.0030446144928133806, 0.003457513601724202, 0.0025261126000338256, 0.0028100985327844516, 0.0032954226423876115, 0.0034691641107884278, 0.004112267292473909, 0.004101101503873207, 0.0039219708128159616, 0.0039642689307112355, 0.003655004701489526, 0.003566412712741247, 0.003566412712741247, 0.003566412712741247, 0.0036548812390790855, 0.003684699470666229, 0.0034293092194190838, 0.003398380480421301, 0.0036819894533845214, 0.003595127409155364, 0.004074359165490564, 0.004074359165490564, 0.004074359165490564, 0.004195287714156145, 0.0038610084888173707, 0.0038610084888173707, 0.0038610084888173707, 0.0038610084888173707, 0.004544978466721589, 0.004544978466721589, 0.0038002958244117905, 0.003889161917269949, 0.003889161917269949, 0.003889161917269949, 0.004029203547670815]"
TTT,RIPPER,ohe,0.9565182627288964,0.13434484600205085,"[0.29185922853680385, 0.4890926841774065, 0.6352542561886276, 0.7515657452974946, 0.8328961927702625, 0.900653014472967, 0.9565576967069044, 1.0, 0.9990663887830784, 0.9992223950233281, 0.9992223950233281, 0.9992223950233281, 0.9998435054773083, 0.9998435054773083, 0.9998435054773083, 0.9998435054773083, 0.9998435054773083, 0.9998435054773083, 0.9998435054773083, 0.9995280480640591, 0.9995280480640591, 0.9995280480640591, 0.9990585761209504, 0.9989025706436421, 0.9995295221169036, 0.9995295221169036, 0.999373515876654, 0.9993720418238095, 0.9993720418238095, 0.9993720418238095, 0.9993720418238095, 0.9993720418238095, 0.9993720418238095, 0.9993720418238095, 0.9993720418238095, 0.9992160363465011, 0.9989025629421402, 0.9989025629421402, 0.9989025629421402, 0.9989025629421402, 0.9987415323463271, 0.9987415323463271, 0.9987415323463271, 0.9989025629421402, 0.9990590528148685, 0.9987484998553671, 0.9987484998553671, 0.9987484998553671, 0.9985920099826388, 0.9985920099826388]","[0.13346336940532663, 0.10415523170083686, 0.07722937242417108, 0.04918867457870873, 0.03371785465515289, 0.022788141509110217, 0.009088121611409317, 0.0, 0.0023277552627058874, 0.002332814930015559, 0.002332814930015559, 0.002332814930015559, 0.0004694835680751241, 0.0004694835680751241, 0.0004694835680751241, 0.0004694835680751241, 0.0004694835680751241, 0.0004694835680751241, 0.0004694835680751241, 0.0010086131677831199, 0.0010086131677831199, 0.0010086131677831199, 0.0023494185197629153, 0.0024358473376894165, 0.0010023887354680642, 0.0010023887354680642, 0.0010378004281362248, 0.001043593383932435, 0.001043593383932435, 0.001043593383932435, 0.001043593383932435, 0.001043593383932435, 0.001043593383932435, 0.001043593383932435, 0.001043593383932435, 0.0012650995042682732, 0.001992765316689635, 0.001992765316689635, 0.001992765316689635, 0.001992765316689635, 0.0019624090796527293, 0.0019624090796527293, 0.0019624090796527293, 0.001992765316689635, 0.0016020501954590138, 0.002188853861133051, 0.002188853861133051, 0.002188853861133051, 0.002469500600893313, 0.002469500600893313]"
TTT,ID3,ohe,0.8588946471318589,0.07061591353403683,"[0.5080982109463031, 0.7046948448257951, 0.7310597208121217, 0.7574955146150681, 0.7688281937846726, 0.7854843619614433, 0.7963375558347907, 0.8027512465759813, 0.8104232269616238, 0.8188307829615422, 0.8284411208270747, 0.8321854370192684, 0.8392899856520721, 0.8516343009362742, 0.8585202901432032, 0.8592220700948339, 0.8645769115751957, 0.8729412178596159, 0.874532024267341, 0.874055514822647, 0.8777551128947568, 0.8781573717328477, 0.8803433060149212, 0.8832819718188798, 0.8839691848978445, 0.8799750321860073, 0.8801706503393717, 0.879685657053181, 0.8833309887102411, 0.8855099896575013, 0.8875773189230524, 0.8920778203530102, 0.892434757002704, 0.8926995410592431, 0.8934168464642485, 0.8981608088820743, 0.9005451250800928, 0.9030041047679791, 0.9045126638439674, 0.904747417077368, 0.9050911882149164, 0.9114813365090937, 0.911897288690394, 0.9131935711971962, 0.9132181920414343, 0.9093944482479616, 0.9112945483509538, 0.9161444929310028, 0.9156832032365682, 0.9165758859372625]","[0.029175199458655644, 0.07408445520097197, 0.04173776344619562, 0.019045199305645376, 0.026772491479891525, 0.027979346702405608, 0.03452521916977912, 0.03578949476678949, 0.035627683025788025, 0.03818941014454896, 0.03149326727691634, 0.030045816379111474, 0.028949251283515668, 0.031001105667109022, 0.03479521383738153, 0.032085530210234685, 0.0322164382450902, 0.02621147749647963, 0.024073657233360964, 0.019558148690360957, 0.02153479949328226, 0.021567517777995843, 0.024725522882976893, 0.026303193276559427, 0.024094233176735872, 0.033307058552345045, 0.03336453164577352, 0.03793972901052406, 0.036733026507071415, 0.0368709074396311, 0.03738464144280495, 0.04095791917782557, 0.04092466078915695, 0.04091913733986128, 0.04064341001763153, 0.036396671773215754, 0.03778502874717382, 0.03802819454302551, 0.0385411823345171, 0.039220846489941466, 0.03956731605873242, 0.03596774001906126, 0.036068566034949866, 0.035625673134714306, 0.03568512317059735, 0.036401012996574354, 0.033115496123896894, 0.030507289479066224, 0.03007571078344322, 0.02801623824111988]"
TTT,AQ,ohe,0.8837702415899681,0.17676704538973614,"[0.16334592923394023, 0.3637356039517494, 0.39635772357723575, 0.5196013289036545, 0.5900990099009901, 0.6589519553569444, 0.7083796811271783, 0.780268447982226, 0.8482663469277139, 0.8880446244364637, 0.9049264575580365, 0.9088724600313961, 0.9401895721519337, 0.9395149997528871, 0.9364116915422885, 0.9381653780489131, 0.9384862629819262, 0.936963696369637, 0.9390413888140909, 0.9563709257920044, 0.9548564822661307, 0.9540943116040852, 0.9575638812501255, 0.9584242445497109, 0.9584242445497109, 0.9576637005247021, 0.9576637005247021, 0.965282040284074, 0.965282040284074, 0.965282040284074, 0.9645283241774469, 0.9645283241774469, 0.9735477379155539, 0.9735477379155539, 0.9720293209876543, 0.9720293209876543, 0.9690198897675533, 0.9690198897675533, 0.9682689316903936, 0.9682689316903936, 0.9667740011926058, 0.9652832270429395, 0.9652832270429395, 0.9652832270429395, 0.9645415328219337, 0.9645415328219337, 0.9645415328219337, 0.9630548343041627, 0.9623148949042629, 0.9615754898629516]","[0.09017519752662315, 0.06266033513454508, 0.0816910569105691, 0.16115977046209606, 0.1742574257425743, 0.13021632317303633, 0.08472376714868374, 0.06799480613111941, 0.04452802917070442, 0.012824940780927607, 0.027733475101896166, 0.025800906802774692, 0.0019591881786448218, 0.001079059653053549, 0.0010883084577114621, 0.0010792853336812902, 0.0021077964240143188, 0.0036303630363035966, 0.0030807976810859894, 0.02347403544830562, 0.02195959192243191, 0.02272176258447739, 0.019252192938437218, 0.01839182963885183, 0.01839182963885183, 0.019152373663860578, 0.019152373663860578, 0.011534033904488651, 0.011534033904488651, 0.011534033904488651, 0.01078031779786165, 0.01078031779786165, 0.0017609040597546533, 0.0017609040597546533, 0.0032793209876543217, 0.0032793209876543217, 0.003287802540139051, 0.003287802540139051, 0.004038760617298742, 0.004038760617298742, 0.005533691115086448, 0.005530905061515268, 0.005530905061515268, 0.005530905061515268, 0.006272599282520996, 0.006272599282520996, 0.006272599282520996, 0.004785900764749995, 0.004045961364850248, 0.0047853664061615064]"
TTT,BRS,ohe,0.9491715864598127,0.15418072359981372,"[0.2244752982516637, 0.39922439382279185, 0.5561930925855789, 0.6713004826054462, 0.8042641438420886, 0.8980045375857106, 0.9601887220776396, 0.9965174129353234, 0.997872340425532, 0.997872340425532, 0.997872340425532, 0.997872340425532, 0.997872340425532, 0.997872340425532, 0.9980392156862745, 0.9985365853658535, 0.9987089835972434, 0.9987089835972434, 0.9987089835972434, 0.9987089835972434, 0.9987089835972434, 0.9987089835972434, 0.9987089835972434, 0.9987089835972434, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588, 0.9990357510346588]","[0.022827577596121442, 0.02298166079487572, 0.04600275126340532, 0.027780712923796268, 0.032015303625084646, 0.02611228153990126, 0.006036346816863361, 0.010447761194029835, 0.006382978723404264, 0.006382978723404264, 0.006382978723404264, 0.006382978723404264, 0.006382978723404264, 0.006382978723404264, 0.005882352941176483, 0.004390243902439028, 0.003383722944863693, 0.003383722944863693, 0.003383722944863693, 0.003383722944863693, 0.003383722944863693, 0.003383722944863693, 0.003383722944863693, 0.003383722944863693, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168, 0.002416568162780168]"
VOTE,Find-RS,ohe,0.9587588670430247,0.016815477038304025,"[0.8598851638522913, 0.9176496335683799, 0.9316835127792334, 0.9389900153367687, 0.9483449673018921, 0.9484068793459652, 0.9558844373306545, 0.9577775537478075, 0.9566499902105742, 0.9584672548128464, 0.9592426954304285, 0.9605929408501723, 0.9593824261316686, 0.9593482179173044, 0.9607014633350737, 0.9619832563418799, 0.9643184503625012, 0.9644001969215911, 0.9638230379864494, 0.963224642773611, 0.9607246427736111, 0.9613850089621507, 0.9619985473403843, 0.9638296872130855, 0.9644498754081241, 0.9650410084130501, 0.9638785903110378, 0.9650527516258924, 0.9650527516258924, 0.9650527516258924, 0.9650527516258924, 0.9650527516258924, 0.9650527516258924, 0.965658186782411, 0.964511035728662, 0.9644638928545735, 0.9644638928545735, 0.9650693280110924, 0.9650693280110924, 0.9650693280110924, 0.9656212760630403, 0.9656212760630403, 0.9662495096181031, 0.9662495096181031, 0.9656912173356729, 0.9668269262134837, 0.9662495096181031, 0.9662495096181031, 0.9662495096181031, 0.9662495096181031]","[0.02737009975253288, 0.030528893445512097, 0.027895112814700602, 0.023244713496088917, 0.016173029144955286, 0.015720692422119046, 0.011816018152186901, 0.009454891663288322, 0.009976095260060202, 0.010737578070739313, 0.009518214466294014, 0.009664005197391162, 0.009165137506130825, 0.007765458042703929, 0.007970422038240128, 0.0065871163295135905, 0.0068575125931864276, 0.005690373863336982, 0.00600060083834469, 0.0048750380112201185, 0.009145447472862993, 0.008386891196017597, 0.006854869863698941, 0.004985376933262223, 0.004603114273066824, 0.005059201081626892, 0.004563882385128358, 0.005331961089793203, 0.005331961089793203, 0.005331961089793203, 0.005331961089793203, 0.005331961089793203, 0.005331961089793203, 0.005595423211579887, 0.005090366459153624, 0.00573141110661905, 0.00573141110661905, 0.006036642836167818, 0.006036642836167818, 0.006036642836167818, 0.006333236738919259, 0.006333236738919259, 0.006394482871695076, 0.006394482871695076, 0.005628317485673867, 0.006451530398927515, 0.006394482871695076, 0.006394482871695076, 0.006394482871695076, 0.006394482871695076]"
VOTE,RIPPER,ohe,0.946930226577028,0.004272265008625669,"[0.9209889165909046, 0.9399590378904976, 0.9369673797071437, 0.944216012351642, 0.9458390851180585, 0.9452114247760919, 0.945905518251213, 0.9464108061478054, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9469875774428088, 0.9475644303088183, 0.9475644303088183, 0.9475644303088183, 0.9475644303088183, 0.9475644303088183, 0.9480926313895054, 0.9480926313895054, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637, 0.9486199052580637]","[0.024241443550098846, 0.015960042821134706, 0.017749622306643502, 0.013775457002881124, 0.013192224624850995, 0.012736142416173317, 0.012018712944048425, 0.011419301346489554, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.011741097713967296, 0.01209994496354028, 0.01209994496354028, 0.01209994496354028, 0.01209994496354028, 0.01209994496354028, 0.012564928367065499, 0.012564928367065499, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678, 0.012260251752148678]"
