dataset,method,dataset_size,f1,accuracy,tn,fp,fn,tp,strategy,T,pool_size,best_k,time_elapsed,seed,avg_ruleset_len,avg_rule_len
PRIMARY,ID3Classifier,0.33,0.7037037037037038,0.8545454545454545,150,14,18,38,bp,1,1,-1,0.1224968433380127,9,12,4.083333333333333

PRIMARY,ID3Classifier,0.25,0.6153846153846153,0.8170731707317073,165,18,27,36,bp,1,1,-1,0.06999802589416504,0,8,3.5

PRIMARY,ID3Classifier,0.25,0.564516129032258,0.7804878048780488,157,33,21,35,bp,1,1,-1,0.09095978736877441,1,11,4.2727272727272725

PRIMARY,ID3Classifier,0.25,0.5797101449275363,0.7642276422764228,148,43,15,40,bp,1,1,-1,0.07400083541870117,2,10,4.3

PRIMARY,ID3Classifier,0.25,0.5426356589147286,0.7601626016260162,152,32,27,35,bp,1,1,-1,0.07603979110717773,3,9,3.111111111111111

PRIMARY,ID3Classifier,0.25,0.647887323943662,0.7967479674796748,150,37,13,46,bp,1,1,-1,0.09685993194580078,4,9,5.222222222222222

PRIMARY,ID3Classifier,0.25,0.3366336633663366,0.7276422764227642,162,21,46,17,bp,1,1,-1,0.07700324058532715,5,6,4.0

PRIMARY,ID3Classifier,0.25,0.5892857142857143,0.8130081300813008,167,21,25,33,bp,1,1,-1,0.07803106307983398,6,7,2.857142857142857

PRIMARY,ID3Classifier,0.25,0.6554621848739496,0.8333333333333334,166,24,17,39,bp,1,1,-1,0.08300566673278809,7,9,4.222222222222222

PRIMARY,ID3Classifier,0.25,0.5511811023622046,0.7682926829268293,154,35,22,35,bp,1,1,-1,0.09000325202941895,8,11,3.909090909090909

PRIMARY,ID3Classifier,0.25,0.6923076923076923,0.8373983739837398,161,22,18,45,bp,1,1,-1,0.08459019660949707,9,10,3.6

MUSH,ID3Classifier,0.5,1.0,1.0,1973,0,0,2089,bp,1,1,-1,137.64857983589172,0,14,2.5

MUSH,ID3Classifier,0.5,1.0,1.0,1969,0,0,2093,bp,1,1,-1,138.40856838226318,1,14,2.5

MUSH,ID3Classifier,0.5,1.0,1.0,1899,0,0,2163,bp,1,1,-1,147.62484550476074,2,14,2.5

KR-VS-KP,ID3Classifier,0.5,0.9932967702620353,0.9931163954943679,772,8,3,815,bp,100,1,-1,98.14617538452148,0,13,8.307692307692308

KR-VS-KP,ID3Classifier,0.5,0.9947027663331371,0.9943679599499374,744,8,1,845,bp,100,1,-1,94.45072054862976,1,14,8.285714285714286

KR-VS-KP,ID3Classifier,0.5,0.9865260691271235,0.9856070087609512,733,20,3,842,bp,100,1,-1,85.17676138877869,2,15,8.066666666666666

KR-VS-KP,ID3Classifier,0.5,0.989156626506024,0.9887359198998749,759,12,6,821,bp,100,1,-1,86.22771525382996,3,14,8.571428571428571

KR-VS-KP,ID3Classifier,0.5,0.9912536443148688,0.990613266583229,733,14,1,850,bp,100,1,-1,89.86801743507385,4,15,8.333333333333334

KR-VS-KP,ID3Classifier,0.5,0.9897280966767371,0.9893617021276596,762,11,6,819,bp,100,1,-1,83.76099419593811,5,13,8.692307692307692

KR-VS-KP,ID3Classifier,0.5,0.9927710843373494,0.9924906132665833,762,6,6,824,bp,100,1,-1,89.99386477470398,6,13,8.538461538461538

KR-VS-KP,ID3Classifier,0.5,0.9903961584633854,0.9899874843554443,757,11,5,825,bp,100,1,-1,87.15816068649292,7,19,9.0

KR-VS-KP,ID3Classifier,0.5,0.9905100830367735,0.9899874843554443,747,3,13,835,bp,100,1,-1,85.26945567131042,8,13,7.615384615384615

KR-VS-KP,ID3Classifier,0.5,0.9951338199513382,0.9949937421777222,772,1,7,818,bp,100,1,-1,93.75646352767944,9,14,8.714285714285714

KR-VS-KP,ID3Classifier,0.33,0.9914836396234873,0.991083998122947,1006,16,3,1106,bp,100,1,-1,40.117271184921265,0,11,7.636363636363637

KR-VS-KP,ID3Classifier,0.33,0.9802690582959642,0.9793524167057719,994,27,17,1093,bp,100,1,-1,37.37232542037964,1,14,7.714285714285714

KR-VS-KP,ID3Classifier,0.33,0.9835774522858411,0.982637259502581,986,17,20,1108,bp,100,1,-1,36.38885974884033,2,13,7.846153846153846

KR-VS-KP,ID3Classifier,0.33,0.983739837398374,0.9831065227592679,1006,24,12,1089,bp,100,1,-1,37.6597785949707,3,13,8.153846153846153

KR-VS-KP,ID3Classifier,0.33,0.9859402460456943,0.9849835757860159,977,30,2,1122,bp,100,1,-1,38.44493341445923,4,14,7.714285714285714

KR-VS-KP,ID3Classifier,0.33,0.9853398489560194,0.984514312529329,989,27,6,1109,bp,100,1,-1,36.79345989227295,5,14,8.357142857142858

KR-VS-KP,ID3Classifier,0.33,0.9918625678119349,0.991553261379634,1016,11,7,1097,bp,100,1,-1,36.2890191078186,6,10,8.3

KR-VS-KP,ID3Classifier,0.33,0.9914836396234873,0.991083998122947,1006,11,8,1106,bp,100,1,-1,39.93638205528259,7,11,8.181818181818182

KR-VS-KP,ID3Classifier,0.33,0.9897458760588498,0.989206945096199,998,6,17,1110,bp,100,1,-1,42.432716608047485,8,14,7.142857142857143

KR-VS-KP,ID3Classifier,0.33,0.983235160851835,0.982637259502581,1009,9,28,1085,bp,100,1,-1,41.90740132331848,9,13,8.538461538461538

KR-VS-KP,ID3Classifier,0.25,0.9843812575090108,0.983729662077597,1129,18,21,1229,bp,100,1,-1,21.312552213668823,0,10,7.5

KR-VS-KP,ID3Classifier,0.25,0.9823859087269816,0.9816437213183146,1126,24,20,1227,bp,100,1,-1,19.94517946243286,1,11,6.818181818181818

KR-VS-KP,ID3Classifier,0.25,0.9780263683579704,0.9770546516478932,1118,24,31,1224,bp,100,1,-1,20.307748079299927,2,12,7.416666666666667

KR-VS-KP,ID3Classifier,0.25,0.9801429706115966,0.9791405924071757,1113,37,13,1234,bp,100,1,-1,21.56505250930786,3,10,7.1

KR-VS-KP,ID3Classifier,0.25,0.9862691251471165,0.985398414685023,1105,34,1,1257,bp,100,1,-1,21.132660388946533,4,15,7.0

KR-VS-KP,ID3Classifier,0.25,0.9859719438877755,0.985398414685023,1132,17,18,1230,bp,100,1,-1,21.339786291122437,5,13,7.769230769230769

KR-VS-KP,ID3Classifier,0.25,0.9839486356340288,0.9833124739257405,1131,19,21,1226,bp,100,1,-1,21.76556658744812,6,10,8.1

KR-VS-KP,ID3Classifier,0.25,0.9776714513556619,0.9766374634960368,1115,28,28,1226,bp,100,1,-1,23.960638284683228,7,12,7.5

KR-VS-KP,ID3Classifier,0.25,0.9845666798575385,0.983729662077597,1114,24,15,1244,bp,100,1,-1,22.56689453125,8,13,7.230769230769231

KR-VS-KP,ID3Classifier,0.25,0.9804858622062923,0.9795577805590321,1117,28,21,1231,bp,100,1,-1,24.187679529190063,9,15,8.6

CAR,RIPPERClassifier,0.5,0.9866220735785953,0.9814814814814815,258,11,5,590,bp,1,1,-1,0.23874163627624512,0,12,2.5

CAR,RIPPERClassifier,0.5,0.9865996649916249,0.9814814814814815,259,0,16,589,bp,1,1,-1,0.24903583526611328,1,12,2.8333333333333335

CAR,RIPPERClassifier,0.5,0.9890480202190396,0.9849537037037037,264,6,7,587,bp,1,1,-1,0.25896382331848145,2,13,2.6923076923076925

CAR,RIPPERClassifier,0.5,0.993431855500821,0.9907407407407407,251,0,8,605,bp,1,1,-1,0.26700425148010254,3,12,2.6666666666666665

CAR,RIPPERClassifier,0.5,0.9919093851132686,0.9884259259259259,241,4,6,613,bp,1,1,-1,0.2669992446899414,4,15,3.0

CAR,RIPPERClassifier,0.5,0.9776632302405498,0.9699074074074074,269,7,19,569,bp,1,1,-1,0.2591679096221924,5,11,2.6363636363636362

CAR,RIPPERClassifier,0.5,0.9902439024390244,0.9861111111111112,243,4,8,609,bp,1,1,-1,0.2669968605041504,6,12,2.6666666666666665

CAR,RIPPERClassifier,0.5,0.9823380992430614,0.9756944444444444,259,4,17,584,bp,1,1,-1,0.20586752891540527,7,10,2.4

CAR,RIPPERClassifier,0.5,0.9896551724137931,0.9861111111111112,278,0,12,574,bp,1,1,-1,0.21603918075561523,8,11,2.6363636363636362

CAR,RIPPERClassifier,0.5,0.9831932773109243,0.9768518518518519,259,0,20,585,bp,1,1,-1,0.30196142196655273,9,10,2.4

CAR,RIPPERClassifier,0.33,0.9862327909887358,0.9810017271157168,348,6,16,788,bp,1,1,-1,0.2040083408355713,0,10,2.3

CAR,RIPPERClassifier,0.33,0.983219390926041,0.9766839378238342,340,6,21,791,bp,1,1,-1,0.21903061866760254,1,11,2.6363636363636362

CAR,RIPPERClassifier,0.33,0.9647058823529412,0.9507772020725389,322,30,27,779,bp,1,1,-1,0.1399993896484375,2,6,1.6666666666666667

CAR,RIPPERClassifier,0.33,0.9801488833746899,0.9723661485319517,336,2,30,790,bp,1,1,-1,0.19796252250671387,3,9,2.3333333333333335

CAR,RIPPERClassifier,0.33,0.9903264812575574,0.9861830742659758,323,5,11,819,bp,1,1,-1,0.2820401191711426,4,12,2.6666666666666665

CAR,RIPPERClassifier,0.33,0.986198243412798,0.9810017271157168,350,8,14,786,bp,1,1,-1,0.19499588012695312,5,12,2.5833333333333335

CAR,RIPPERClassifier,0.33,0.9814126394052045,0.9740932642487047,336,4,26,792,bp,1,1,-1,0.252002477645874,6,11,2.6363636363636362

CAR,RIPPERClassifier,0.33,0.977639751552795,0.9689119170984456,335,12,24,787,bp,1,1,-1,0.16239690780639648,7,9,2.111111111111111

CAR,RIPPERClassifier,0.33,0.9753086419753086,0.9654576856649395,328,34,6,790,bp,1,1,-1,0.12596464157104492,8,8,2.0

CAR,RIPPERClassifier,0.33,0.9869646182495345,0.9818652849740933,342,0,21,795,bp,1,1,-1,0.16606736183166504,9,10,2.4

CAR,RIPPERClassifier,0.25,0.9677053824362606,0.9560185185185185,385,19,38,854,bp,1,1,-1,0.16699719429016113,0,10,2.4

CAR,RIPPERClassifier,0.25,0.9844789356984479,0.9783950617283951,380,0,28,888,bp,1,1,-1,0.16205263137817383,1,10,2.3

CAR,RIPPERClassifier,0.25,0.9775028121484814,0.9691358024691358,387,7,33,869,bp,1,1,-1,0.17295193672180176,2,9,2.2222222222222223

CAR,RIPPERClassifier,0.25,0.9721913236929923,0.9614197530864198,372,14,36,874,bp,1,1,-1,0.15601015090942383,3,9,2.2222222222222223

CAR,RIPPERClassifier,0.25,0.9785637727759914,0.9691358024691358,343,30,10,913,bp,1,1,-1,0.24600005149841309,4,11,2.4545454545454546

CAR,RIPPERClassifier,0.25,0.9574223245109321,0.9429012345679012,390,4,70,832,bp,1,1,-1,0.13200020790100098,5,7,2.0

CAR,RIPPERClassifier,0.25,0.966129927817879,0.9529320987654321,365,21,40,870,bp,1,1,-1,0.16904115676879883,6,9,2.2222222222222223

CAR,RIPPERClassifier,0.25,0.9708520179372196,0.9598765432098766,378,6,46,866,bp,1,1,-1,0.13695931434631348,7,8,2.125

CAR,RIPPERClassifier,0.25,0.9390313390313391,0.9174382716049383,365,34,73,824,bp,1,1,-1,0.13124346733093262,8,8,2.25

CAR,RIPPERClassifier,0.25,0.9746192893401014,0.9652777777777778,387,0,45,864,bp,1,1,-1,0.13698935508728027,9,8,2.125

TTT,RIPPERClassifier,0.5,0.9717868338557994,0.9624217118997912,151,12,6,310,bp,1,1,-1,0.3180065155029297,0,14,3.0714285714285716

TTT,RIPPERClassifier,0.5,0.9935897435897436,0.9916492693110647,165,4,0,310,bp,1,1,-1,0.21136951446533203,1,10,3.0

TTT,RIPPERClassifier,0.5,0.9658385093167703,0.954070981210856,146,22,0,311,bp,1,1,-1,0.23700499534606934,2,13,2.8461538461538463

TTT,RIPPERClassifier,0.5,0.9876543209876543,0.9832985386221295,151,8,0,320,bp,1,1,-1,0.2059636116027832,3,10,2.9

TTT,RIPPERClassifier,0.5,0.972972972972973,0.964509394572025,156,17,0,306,bp,1,1,-1,0.19076132774353027,4,10,2.8

TTT,RIPPERClassifier,0.5,0.9005847953216375,0.8580375782881002,103,68,0,308,bp,1,1,-1,0.22300243377685547,5,8,2.625

TTT,RIPPERClassifier,0.5,0.975,0.9665970772442589,151,16,0,312,bp,1,1,-1,0.27199268341064453,6,14,2.9285714285714284

TTT,RIPPERClassifier,0.5,0.9584664536741214,0.9457202505219207,153,21,5,300,bp,1,1,-1,0.2239692211151123,7,12,3.0

TTT,RIPPERClassifier,0.5,0.9715189873417721,0.9624217118997912,154,18,0,307,bp,1,1,-1,0.1936805248260498,8,10,2.9

TTT,RIPPERClassifier,0.5,0.9953198127925117,0.9937369519832986,157,3,0,319,bp,1,1,-1,0.1950359344482422,9,10,3.0

TTT,RIPPERClassifier,0.33,0.9439024390243902,0.9283489096573209,209,16,30,387,bp,1,1,-1,0.18550539016723633,0,10,2.9

TTT,RIPPERClassifier,0.33,0.8719052744886975,0.8146417445482866,118,106,13,405,bp,1,1,-1,0.4499650001525879,1,8,2.125

TTT,RIPPERClassifier,0.33,0.9636363636363636,0.9501557632398754,186,32,0,424,bp,1,1,-1,0.35802769660949707,2,12,2.8333333333333335

TTT,RIPPERClassifier,0.33,0.8603491271820448,0.8255451713395638,185,27,85,345,bp,1,1,-1,0.27796411514282227,3,12,3.0833333333333335

TTT,RIPPERClassifier,0.33,0.9695550351288056,0.9595015576323987,202,26,0,414,bp,1,1,-1,0.23400068283081055,4,11,2.909090909090909

TTT,RIPPERClassifier,0.33,0.8642779587404994,0.8052959501557633,119,105,20,398,bp,1,1,-1,0.17200255393981934,5,8,2.375

TTT,RIPPERClassifier,0.33,0.7782312925170068,0.7461059190031153,193,27,136,286,bp,1,1,-1,0.18599653244018555,6,7,2.7142857142857144

TTT,RIPPERClassifier,0.33,0.9169363538295576,0.8800623052959502,140,77,0,425,bp,1,1,-1,0.13900136947631836,7,7,2.7142857142857144

TTT,RIPPERClassifier,0.33,0.8089887640449439,0.7616822429906542,165,68,85,324,bp,1,1,-1,0.24000024795532227,8,10,2.6

TTT,RIPPERClassifier,0.33,0.9326923076923077,0.9127725856697819,198,21,35,388,bp,1,1,-1,0.19103741645812988,9,9,2.7777777777777777

TTT,RIPPERClassifier,0.25,0.9261477045908183,0.8969359331476323,180,74,0,464,bp,1,1,-1,0.08899998664855957,0,5,2.6

TTT,RIPPERClassifier,0.25,0.7463768115942028,0.7075208913649025,199,48,162,309,bp,1,1,-1,0.23996353149414062,1,8,2.875

TTT,RIPPERClassifier,0.25,0.8932419196865818,0.8481894150417827,153,89,20,456,bp,1,1,-1,0.10199975967407227,2,6,2.5

TTT,RIPPERClassifier,0.25,0.8494983277591973,0.8119777158774373,202,39,96,381,bp,1,1,-1,0.2219991683959961,3,10,2.7

TTT,RIPPERClassifier,0.25,0.8803611738148984,0.8523676880222841,222,32,74,390,bp,1,1,-1,0.259000301361084,4,8,2.875

TTT,RIPPERClassifier,0.25,0.8616780045351473,0.83008356545961,216,32,90,380,bp,1,1,-1,0.19800233840942383,5,8,2.625

TTT,RIPPERClassifier,0.25,0.9936305732484078,0.9916434540389972,244,6,0,468,bp,1,1,-1,0.1679997444152832,6,10,3.0

TTT,RIPPERClassifier,0.25,0.9076923076923077,0.883008356545961,221,28,56,413,bp,1,1,-1,0.18703937530517578,7,10,3.0

TTT,RIPPERClassifier,0.25,0.87115165336374,0.8426183844011143,223,36,77,382,bp,1,1,-1,0.18696022033691406,8,8,2.875

TTT,RIPPERClassifier,0.25,0.8645598194130926,0.8328690807799443,215,32,88,383,bp,1,1,-1,0.1740400791168213,9,8,2.75

MUSH,RIPPERClassifier,0.5,1.0,1.0,1973,0,0,2089,bp,1,1,-1,0.8320419788360596,0,10,2.4

MUSH,RIPPERClassifier,0.5,1.0,1.0,1969,0,0,2093,bp,1,1,-1,0.8889601230621338,1,7,2.857142857142857

MUSH,RIPPERClassifier,0.5,1.0,1.0,1899,0,0,2163,bp,1,1,-1,1.1070375442504883,2,9,2.111111111111111

MUSH,RIPPERClassifier,0.5,1.0,1.0,1950,0,0,2112,bp,1,1,-1,0.7599596977233887,3,9,2.4444444444444446

MUSH,RIPPERClassifier,0.5,1.0,1.0,1998,0,0,2064,bp,1,1,-1,0.7399013042449951,4,8,2.5

MUSH,RIPPERClassifier,0.5,1.0,1.0,1944,0,0,2118,bp,1,1,-1,1.0442252159118652,5,7,2.7142857142857144

MUSH,RIPPERClassifier,0.5,1.0,1.0,1974,0,0,2088,bp,1,1,-1,0.7840311527252197,6,7,2.857142857142857

MUSH,RIPPERClassifier,0.5,1.0,1.0,1971,0,0,2091,bp,1,1,-1,1.0469999313354492,7,7,2.7142857142857144

MUSH,RIPPERClassifier,0.5,1.0,1.0,1920,0,0,2142,bp,1,1,-1,0.8469991683959961,8,8,2.25

MUSH,RIPPERClassifier,0.5,0.9988215884987037,0.9987690792712949,1938,5,0,2119,bp,1,1,-1,0.7419686317443848,9,7,2.2857142857142856

MUSH,RIPPERClassifier,0.33,1.0,1.0,2644,0,0,2799,bp,1,1,-1,0.9159965515136719,0,11,2.090909090909091

MUSH,RIPPERClassifier,0.33,0.9989274222381124,0.9988976667279074,2643,0,6,2794,bp,1,1,-1,0.6840052604675293,1,7,2.5714285714285716

MUSH,RIPPERClassifier,0.33,1.0,1.0,2566,0,0,2877,bp,1,1,-1,0.5010054111480713,2,8,2.125

MUSH,RIPPERClassifier,0.33,1.0,1.0,2619,0,0,2824,bp,1,1,-1,0.5149972438812256,3,8,2.25

MUSH,RIPPERClassifier,0.33,0.9987617194410048,0.998713944515892,2613,7,0,2823,bp,1,1,-1,0.5010008811950684,4,7,2.4285714285714284

MUSH,RIPPERClassifier,0.33,0.9954513645906228,0.9952232224875988,2572,26,0,2845,bp,1,1,-1,0.5044131278991699,5,7,2.2857142857142856

MUSH,RIPPERClassifier,0.33,0.9989339019189766,0.9988976667279074,2626,6,0,2811,bp,1,1,-1,0.5767970085144043,6,8,2.25

MUSH,RIPPERClassifier,0.33,1.0,1.0,2640,0,0,2803,bp,1,1,-1,0.5642294883728027,7,7,2.857142857142857

MUSH,RIPPERClassifier,0.33,1.0,1.0,2615,0,0,2828,bp,1,1,-1,0.6469893455505371,8,8,2.25

MUSH,RIPPERClassifier,0.33,1.0,1.0,2610,0,0,2833,bp,1,1,-1,0.5245025157928467,9,8,2.375

MUSH,RIPPERClassifier,0.25,1.0,1.0,2951,0,0,3142,bp,1,1,-1,0.41399383544921875,0,6,2.6666666666666665

MUSH,RIPPERClassifier,0.25,0.9990445859872612,0.999015263417036,2950,0,6,3137,bp,1,1,-1,0.4680602550506592,1,8,2.125

MUSH,RIPPERClassifier,0.25,0.9973441649742227,0.9972099130149352,2884,11,6,3192,bp,1,1,-1,0.575963020324707,2,9,2.111111111111111

MUSH,RIPPERClassifier,0.25,1.0,1.0,2922,0,0,3171,bp,1,1,-1,0.56642746925354,3,9,2.2222222222222223

MUSH,RIPPERClassifier,0.25,1.0,1.0,2938,0,0,3155,bp,1,1,-1,0.40303850173950195,4,6,2.6666666666666665

MUSH,RIPPERClassifier,0.25,1.0,1.0,2931,0,0,3162,bp,1,1,-1,0.5229599475860596,5,7,2.7142857142857144

MUSH,RIPPERClassifier,0.25,1.0,1.0,2933,0,0,3160,bp,1,1,-1,0.47100067138671875,6,8,2.375

MUSH,RIPPERClassifier,0.25,1.0,1.0,2952,0,0,3141,bp,1,1,-1,0.43659543991088867,7,7,2.7142857142857144

MUSH,RIPPERClassifier,0.25,0.9976186696301,0.9975381585425899,2936,0,15,3142,bp,1,1,-1,1.1415205001831055,8,8,2.25

MUSH,RIPPERClassifier,0.25,0.9988858825401878,0.9988511406532086,2948,7,0,3138,bp,1,1,-1,0.909989595413208,9,9,2.111111111111111

MONKS1,RIPPERClassifier,0.5,1.0,1.0,135,0,0,142,bp,1,1,-1,0.06400418281555176,0,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,134,0,0,143,bp,1,1,-1,0.059032440185546875,1,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,137,0,0,140,bp,1,1,-1,0.09701371192932129,2,6,2.1666666666666665

MONKS1,RIPPERClassifier,0.5,1.0,1.0,143,0,0,134,bp,1,1,-1,0.06098508834838867,3,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,144,0,0,133,bp,1,1,-1,0.05700039863586426,4,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,137,0,0,140,bp,1,1,-1,0.058965206146240234,5,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,136,0,0,141,bp,1,1,-1,0.06703996658325195,6,5,2.0

MONKS1,RIPPERClassifier,0.5,1.0,1.0,141,0,0,136,bp,1,1,-1,0.05899500846862793,7,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,141,0,0,136,bp,1,1,-1,0.0630033016204834,8,4,1.75

MONKS1,RIPPERClassifier,0.5,1.0,1.0,143,0,0,134,bp,1,1,-1,0.13596487045288086,9,9,2.6666666666666665

MONKS1,RIPPERClassifier,0.33,1.0,1.0,188,0,0,184,bp,1,1,-1,0.05403733253479004,0,4,1.75

MONKS1,RIPPERClassifier,0.33,1.0,1.0,184,0,0,188,bp,1,1,-1,0.06798958778381348,1,5,2.0

MONKS1,RIPPERClassifier,0.33,1.0,1.0,188,0,0,184,bp,1,1,-1,0.0969700813293457,2,5,2.0

MONKS1,RIPPERClassifier,0.33,1.0,1.0,186,0,0,186,bp,1,1,-1,0.05594801902770996,3,4,1.75

MONKS1,RIPPERClassifier,0.33,1.0,1.0,192,0,0,180,bp,1,1,-1,0.07197189331054688,4,6,2.1666666666666665

MONKS1,RIPPERClassifier,0.33,1.0,1.0,185,0,0,187,bp,1,1,-1,0.052986860275268555,5,4,1.75

MONKS1,RIPPERClassifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.07400369644165039,6,6,2.1666666666666665

MONKS1,RIPPERClassifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.06632208824157715,7,4,1.75

MONKS1,RIPPERClassifier,0.33,1.0,1.0,190,0,0,182,bp,1,1,-1,0.0619654655456543,8,4,1.75

MONKS1,RIPPERClassifier,0.33,1.0,1.0,191,0,0,181,bp,1,1,-1,0.07704567909240723,9,5,2.0

MONKS1,RIPPERClassifier,0.25,1.0,1.0,208,0,0,208,bp,1,1,-1,0.05199408531188965,0,4,1.75

MONKS1,RIPPERClassifier,0.25,1.0,1.0,210,0,0,206,bp,1,1,-1,0.05499696731567383,1,4,1.75

MONKS1,RIPPERClassifier,0.25,1.0,1.0,213,0,0,203,bp,1,1,-1,0.1941821575164795,2,4,1.75

MONKS1,RIPPERClassifier,0.25,1.0,1.0,206,0,0,210,bp,1,1,-1,0.3130009174346924,3,6,2.1666666666666665

MONKS1,RIPPERClassifier,0.25,1.0,1.0,207,0,0,209,bp,1,1,-1,0.1499943733215332,4,4,1.75

MONKS1,RIPPERClassifier,0.25,1.0,1.0,202,0,0,214,bp,1,1,-1,0.07500362396240234,5,4,1.75

MONKS1,RIPPERClassifier,0.25,1.0,1.0,217,0,0,199,bp,1,1,-1,0.10900211334228516,6,6,2.1666666666666665

MONKS1,RIPPERClassifier,0.25,0.9639175257731958,0.9663461538461539,215,0,14,187,bp,1,1,-1,0.12500381469726562,7,5,2.2

MONKS1,RIPPERClassifier,0.25,1.0,1.0,207,0,0,209,bp,1,1,-1,0.07399392127990723,8,4,1.75

MONKS1,RIPPERClassifier,0.25,1.0,1.0,212,0,0,204,bp,1,1,-1,0.07703638076782227,9,4,1.75

MONKS2,RIPPERClassifier,0.5,0.13114754098360654,0.6466666666666666,186,16,90,8,bp,1,1,-1,0.3160288333892822,0,2,3.5

MONKS2,RIPPERClassifier,0.5,0.18571428571428572,0.62,173,30,84,13,bp,1,1,-1,0.3879706859588623,1,2,2.5

MONKS2,RIPPERClassifier,0.5,0.06451612903225806,0.6133333333333333,180,8,108,4,bp,1,1,-1,0.28096652030944824,2,1,4.0

MONKS2,RIPPERClassifier,0.5,0.37433155080213903,0.61,148,59,58,35,bp,1,1,-1,0.23803973197937012,3,2,2.5

MONKS2,RIPPERClassifier,0.5,0.07547169811320754,0.6733333333333333,198,0,98,4,bp,1,1,-1,0.2889997959136963,4,1,4.0

MONKS2,RIPPERClassifier,0.5,0.10937499999999999,0.62,179,23,91,7,bp,1,1,-1,0.25600552558898926,5,2,3.0

MONKS2,RIPPERClassifier,0.5,0.08264462809917356,0.63,184,11,100,5,bp,1,1,-1,0.2630348205566406,6,2,4.0

MONKS2,RIPPERClassifier,0.5,0.08547008547008547,0.6433333333333333,188,11,96,5,bp,1,1,-1,0.2850000858306885,7,2,3.5

MONKS2,RIPPERClassifier,0.5,0.01818181818181818,0.64,191,3,105,1,bp,1,1,-1,0.22099924087524414,8,1,4.0

MONKS2,RIPPERClassifier,0.5,0.096,0.6233333333333333,181,16,97,6,bp,1,1,-1,0.28900718688964844,9,3,3.3333333333333335

MONKS2,RIPPERClassifier,0.33,0.1945945945945946,0.6293532338308457,235,36,113,18,bp,1,1,-1,0.280001163482666,0,3,3.6666666666666665

MONKS2,RIPPERClassifier,0.33,0.05333333333333334,0.6467661691542289,256,14,128,4,bp,1,1,-1,0.1580057144165039,1,1,3.0

MONKS2,RIPPERClassifier,0.33,0.3515625,0.5870646766169154,191,73,93,45,bp,1,1,-1,0.26062750816345215,2,6,2.8333333333333335

MONKS2,RIPPERClassifier,0.33,0.014285714285714287,0.6567164179104478,263,3,135,1,bp,1,1,-1,0.22101306915283203,3,1,4.0

MONKS2,RIPPERClassifier,0.33,0.014285714285714285,0.6567164179104478,263,10,128,1,bp,1,1,-1,0.20499968528747559,4,1,3.0

MONKS2,RIPPERClassifier,0.33,0.18556701030927836,0.6069651741293532,226,38,120,18,bp,1,1,-1,0.25184202194213867,5,2,3.0

MONKS2,RIPPERClassifier,0.33,0.0273972602739726,0.6467661691542289,258,3,139,2,bp,1,1,-1,0.19496369361877441,6,1,4.0

MONKS2,RIPPERClassifier,0.33,0.0273972602739726,0.6467661691542289,258,8,134,2,bp,1,1,-1,0.2089982032775879,7,1,4.0

MONKS2,RIPPERClassifier,0.33,0.027586206896551724,0.6492537313432836,259,7,134,2,bp,1,1,-1,0.1609964370727539,8,1,3.0

MONKS2,RIPPERClassifier,0.33,0.12195121951219512,0.6417910447761194,248,19,125,10,bp,1,1,-1,0.26999807357788086,9,2,3.5

MONKS2,RIPPERClassifier,0.25,0.35460992907801414,0.5955555555555555,218,78,104,50,bp,1,1,-1,0.13502764701843262,0,3,2.3333333333333335

MONKS2,RIPPERClassifier,0.25,0.07058823529411766,0.6488888888888888,286,14,144,6,bp,1,1,-1,0.19001388549804688,1,1,3.0

MONKS2,RIPPERClassifier,0.25,0.3208955223880597,0.5955555555555555,225,70,112,43,bp,1,1,-1,0.14113092422485352,2,1,2.0

MONKS2,RIPPERClassifier,0.25,0.01212121212121212,0.6377777777777778,286,9,154,1,bp,1,1,-1,0.21001148223876953,3,1,4.0

MONKS2,RIPPERClassifier,0.25,0.1443298969072165,0.6311111111111111,270,31,135,14,bp,1,1,-1,0.1900310516357422,4,1,2.0

MONKS2,RIPPERClassifier,0.25,0.10638297872340426,0.6266666666666667,272,26,142,10,bp,1,1,-1,0.1822528839111328,5,1,2.0

MONKS2,RIPPERClassifier,0.25,0.09944751381215468,0.6377777777777778,278,14,149,9,bp,1,1,-1,0.18595051765441895,6,1,3.0

MONKS2,RIPPERClassifier,0.25,0.06936416184971098,0.6422222222222222,283,13,148,6,bp,1,1,-1,0.19199776649475098,7,1,3.0

